Thing ID,Date,Category,Sub-category,Name,Author,License
17789,2012-02-19T04:51:50,household,bathroom,Bracket for Panasonic Oral Irrigator Tips Holder ,takuya,Creative Commons - Attribution
17790,2012-02-19T04:56:30,None,None,&lt;b&gt;Grubby&lt;/b&gt; ,3ddementor,Creative Commons - Attribution - Share Alike
17811,2012-02-19T15:13:20,None,None,Finger Saver Grip ,sjhunt,Creative Commons - Attribution - Share Alike
17814,2012-02-19T15:02:30,None,None,1980&#039;s Quarter Scale Dollhouse Seating Set ,Whystler,Attribution - Non-Commercial - Share Alike
17817,2012-02-19T22:43:47,None,None,Windup Walker mechanism model ,jfeaver,Attribution - Non-Commercial - Share Alike
17827,2012-02-19T19:51:52,None,None,iPhone to Microscope mount ,Boogie,Creative Commons - Attribution - Share Alike
17847,2012-02-19T22:57:41,None,None,Magnet Ring ,elmwolf,Creative Commons - Attribution - Share Alike
17848,2012-02-19T23:39:37,None,None,Umbrella / Parasol ,Zomboe,Attribution - Non-Commercial - Share Alike
17851,2012-02-20T07:51:42,toys-and-games,playsets,MakerBot Knight ,wes,Creative Commons - Attribution - Share Alike
17853,2012-02-20T01:31:10,None,None,Power Cord Cage ,EndeavourCollegeSAKeller,Attribution - Non-Commercial - Share Alike
17875,2012-02-20T13:22:34,None,None,The Walking Dead ,Relentless,Creative Commons - Attribution
17887,2012-02-20T21:57:42,None,None,Ahab&#039;s Last Stand ,BrianStamile,Creative Commons - Attribution
17900,2012-02-20T21:58:37,toys-and-games,toy-and-game-accessories,Battleclouds ,hazmatanddecon,Creative Commons - Attribution - Non-Commercial
17930,2012-02-21T12:52:16,None,None,neon thing ,drayde,Attribution - Non-Commercial - Share Alike
17941,2012-02-21T18:36:25,hobby,music,Musical Shaker! ,mikebattaglia,Attribution - Non-Commercial - Share Alike
17943,2012-02-22T20:29:20,fashion,keychains,&#039;Start Making&#039; keychain ,elindow,Creative Commons - Attribution
17951,2012-02-21T23:58:23,None,None,Auryn Medallion from The NeverEnding Story ,FarnkFella,Creative Commons - Attribution - Share Alike
17977,2012-02-22T14:09:58,None,None,Gaussian Bearing Launcher ,23Meteor,Creative Commons - Attribution
17992,2012-02-22T21:19:58,None,None,Eraser ball ,samuel,Creative Commons - Attribution - Non-Commercial
18088,2012-02-24T21:16:05,None,None,Skull Crawler ,RyGuy,Creative Commons - Attribution
18100,2012-02-25T09:09:18,toys-and-games,chess,Pawns - Lovecraft Collection ,cymon,Attribution - Non-Commercial - Share Alike
18132,2012-02-26T09:56:06,toys-and-games,playsets,MakerBot Wizard ,wes,Creative Commons - Attribution
18154,2012-02-26T08:14:23,hobby,music,Supportless Kazoo ,elk,Creative Commons - Attribution - Share Alike
18159,2012-02-26T14:47:24,None,None,Flounder ,sconine,Creative Commons - Attribution
18196,2012-02-27T01:45:35,None,None,Swan Scan #2 ,tbuser,Attribution - Non-Commercial - Share Alike
18218,2012-02-27T11:52:54,None,None,Owl statue ,cushwa,Creative Commons - Attribution
18228,2012-02-27T16:21:21,None,None,Castle Stairs ,PrettySmallThings,Creative Commons - Attribution - Share Alike
18249,2012-02-28T00:10:48,None,None,Tin can dumbbell by Samuel Bernier ,samuel,Creative Commons - Attribution - No Derivatives
18264,2012-02-28T11:07:06,None,None,ProtoBot ,avalero,Creative Commons - Attribution - Share Alike
18283,2012-02-29T10:31:14,gadgets,mobile-phone,iPhone Phone by TheNewHob,ist,Creative Commons - Attribution - Non-Commercial
18284,2012-02-28T17:09:29,None,None,GOYLE ,fong182,Creative Commons - Attribution - Share Alike
18291,2012-02-28T23:03:53,None,None,Exploded Planetary Gear Set ,Thing-O-Fun,Creative Commons - Attribution
18317,2012-02-29T12:02:03,None,None,T-800 Terminator Exoskull ,Landru,Creative Commons - Attribution - Share Alike
18350,2012-02-29T17:46:46,None,None,Rabbit Habbit ,BrianStamile,Creative Commons - Attribution
18391,2012-03-01T11:33:23,None,None,iPhone SLR Mount ,HipsterLogic,Creative Commons - Attribution
18392,2012-03-02T06:08:38,None,None,Mini Rover ,Kepler,Creative Commons - Attribution
18410,2012-03-01T17:39:30,gadgets,camera,Cheap DSLR Table Dolly ,AlexEnglish,GNU - GPL
18466,2012-03-02T17:45:14,None,None,Trophies for RC-racing ,MaakMijnIdee,Creative Commons - Attribution - Share Alike
18471,2012-03-02T23:56:12,None,None,Truchet Tiles ,DigitalBytes,Creative Commons - Attribution
18479,2012-03-03T00:00:06,models,animals,Treefrog ,MorenaP,Attribution - Non-Commercial - No Derivatives
18481,2012-03-02T23:38:00,None,None,Smart Chess ,HipsterLogic,Attribution - Non-Commercial - Share Alike
18545,2012-03-04T12:21:53,None,None,1:24 Oversized Armchair ,PrettySmallThings,Creative Commons - Attribution - Share Alike
18610,2012-03-05T13:09:47,None,None,iSwattr ,ianjohnson,Creative Commons - Attribution
18629,2012-03-05T18:57:06,None,None,Gir ,dooztron,Creative Commons - Attribution
18641,2012-03-13T16:50:41,None,None,d1 20 ,PAmes,Creative Commons - Attribution - Share Alike
18642,2012-03-05T22:53:44,None,None,Octo Badge ,elmwolf,Creative Commons - Attribution
18665,2012-03-06T10:02:20,None,None,Thing-O-Saurus Claw ,gavinmurphy,Creative Commons - Attribution - Share Alike
18672,2012-03-07T14:20:08,None,None,Twisted 6-sided Vase Basic ,MaakMijnIdee,Creative Commons - Attribution - Share Alike
18678,2012-03-06T16:20:40,None,None,XY Table ,Geir,Creative Commons - Attribution
18692,2012-03-08T12:01:30,None,None,Asher Levine Fall Fashion 2012 Sunglasses ,AsherLevine,Creative Commons - Attribution
18717,2012-03-07T06:35:51,None,None,Pirate ,EndeavourCollegeSAShrowder,Creative Commons - Attribution - Share Alike
18725,2012-03-07T10:59:25,gadgets,mobile-phone,iThrone ,cymon,Attribution - Non-Commercial - Share Alike
18750,2012-03-08T10:53:46,None,None,Water Dispersal Apparatus ,BrianStamile,Creative Commons - Attribution
18765,2012-03-08T02:30:49,None,None,Bart Simpson ,EndeavourCollegeSAShrowder,Creative Commons - Attribution - Share Alike
18767,2012-03-15T23:57:54,None,None,AlwaysON Wearable iPhone Accessory ,connje,Creative Commons - Attribution - Share Alike
18800,2012-03-08T22:26:00,hobby,electronics,3D-Printed Circuit Board library (solder-free) ,CarryTheWhat,GNU - LGPL
18815,2012-03-08T21:18:32,None,None,iPee - iPhone Dock ,steverindy,Creative Commons - Attribution - Share Alike
18818,2012-03-08T22:33:25,None,None,iPatch and iClops EvD ,wolfboys,Creative Commons - Attribution - Share Alike
18851,2012-03-09T18:04:43,None,None,South By Southwest Guitar Picks ,MakerBot,Creative Commons - Attribution
18862,2012-03-09T15:28:48,hobby,,Parametric FT-817 Crank Knob ,MattS,Creative Commons - Attribution - Non-Commercial
18879,2012-03-10T02:03:51,None,None,His and Her Owls ,Mr_MegaTronic,Creative Commons - Attribution
18925,2012-03-11T00:17:03,toys-and-games,construction-toys,Metabrick compatible parts ,Lenbok,Creative Commons - Attribution
18928,2012-03-11T01:16:28,None,None,Actin Protein Structure ,destroyer2012,Creative Commons - Attribution - Share Alike
18933,2012-03-11T09:39:42,None,None,Chocolate pump ,Ioan,Creative Commons - Attribution
18939,2012-03-11T07:53:02,hobby,robotics,Left Hand robot InMoov ,Gael_Langevin,Creative Commons - Attribution - Non-Commercial
18959,2012-03-11T15:09:14,None,None,Gear O&#039;Clock - number plates and couple of changes ,Alzibiff,Creative Commons - Attribution
19043,2012-03-12T22:13:18,3d-printing,3d-printer-parts,MK7 X Carrage for Prusa Mendel ,foxdewayne,Creative Commons - Attribution
19060,2012-03-13T01:41:06,None,None,Y.A.L.P.C (yet another low poly cup) ,BenitoSanduchi,Creative Commons - Attribution
19066,2012-03-13T06:01:38,None,None,Printed Paper WindMill v0 ,aubenc,Creative Commons - Attribution - Share Alike
19101,2012-03-13T18:52:15,None,None,Homer Simpson ,EndeavourCollegeSAShrowder,Creative Commons - Attribution - Share Alike
19104,2012-03-13T19:34:15,art,sculptures,Cellular Lamp ,nervoussystem,Attribution - Non-Commercial - Share Alike
19126,2012-03-14T05:05:29,None,None,Angry; sad and WTF emoticon glasses ,SimonFront,Creative Commons - Attribution - Share Alike
19133,2012-03-21T09:53:21,None,None,Quester 1 (aka Coney Island sub / Yellow Submarine) ,jhosef,Creative Commons - Attribution
19148,2012-03-14T15:24:10,None,None,Pi (for making Pi-cookies) ,lemio,Creative Commons - Attribution
19155,2012-03-14T17:58:13,None,None,A Single Tear ,wblut,Creative Commons - Attribution - Share Alike
19156,2012-03-14T17:37:18,None,None,Millennium Falcon Keychain ,jag,Creative Commons - Attribution
19159,2012-03-14T18:19:47,None,None,Longboard wedged riser ,zorgblaubaer,Creative Commons - Attribution - Share Alike
19161,2012-03-15T15:27:58,hobby,rc-vehicles,PL2Q Hugin ,swepet,Creative Commons - Attribution - Share Alike
19168,2012-03-15T00:18:16,None,None,Two Color Archimedean Solids - 1 ,pmoews,Creative Commons - Attribution
19170,2012-03-17T14:20:26,None,None,TOM Tri-Track dual servo robot tank chassis ,krux,Creative Commons - Attribution
19232,2012-03-16T02:42:46,None,None,Shamrock Shot ,Landru,Creative Commons - Public Domain Dedication
19276,2012-03-19T08:13:18,None,None,Universal Adapter Brick ,uck,Attribution - Non-Commercial - Share Alike
19305,2012-03-17T16:52:03,fashion,glasses,8-bit Shamrock Glasses ,schmarty,Creative Commons - Attribution
19518,2012-03-19T21:33:19,None,None,60s Sofa ,PrettySmallThings,Creative Commons - Attribution
19566,2012-03-20T12:26:55,None,None,Jacobsen Egg Chair ,TeamTeamUSA,Creative Commons - Attribution - Non-Commercial
19588,2012-03-20T14:42:19,None,None,Geared String Tuner Test Jig MK1 ,Mr_MegaTronic,Creative Commons - Attribution
19622,2012-03-20T21:14:23,None,None,Ferrocene ,Inorganic,Creative Commons - Attribution
19638,2012-03-21T05:45:59,None,None,Noguchi Coffee Table ,TeamTeamUSA,Creative Commons - Attribution - Non-Commercial
19652,2012-03-21T07:09:52,None,None,Daffodil Light Fixture ,tamarshall,Creative Commons - Attribution
19733,2012-03-22T14:29:37,toys-and-games,chess,Action #Chess ,cymon,Creative Commons - Attribution - Non-Commercial
19755,2012-03-25T06:51:13,None,None,Eames Folding Screen Wood (FSW) 6 ,TeamTeamUSA,Creative Commons - Attribution - Non-Commercial
19780,2012-03-22T23:43:44,None,None,Ball in cube (or Rolling Cube) ,clintkc,Creative Commons - Attribution
19840,2012-03-26T18:28:34,3d-printing,3d-printer-accessories,Fullsize Makerbot Arms ,MakerBot,Creative Commons - Attribution
19868,2012-03-24T07:25:06,None,None,Eames Lounge Chair Wooden Legs (LCW) ,TeamTeamUSA,Creative Commons - Attribution - Non-Commercial
19894,2012-03-26T06:00:10,models,model-furniture,Nelson Marshmallow Sofa ,TeamTeamUSA,Creative Commons - Attribution - Non-Commercial
19938,2012-03-25T14:54:50,None,None,GarabatoBOT (DoodleBOT) ,MAF,Creative Commons - Attribution
19951,2012-03-25T17:19:14,models,props,1960s Lamp ,BenitoSanduchi,Creative Commons - Attribution
19989,2012-03-26T02:32:57,None,None,Formin Homology Domain ,destroyer2012,Creative Commons - Attribution - Share Alike
20012,2012-03-26T12:51:00,learning,math,Three Color Archimedean Solids ,pmoews,Creative Commons - Attribution
20028,2012-03-26T16:17:00,household,household-supplies,replacement car window crank  ,kf6wrw,Creative Commons - Attribution
20054,2012-03-26T19:09:48,None,None,MegaPed Servo I Brace ,RyGuy,Creative Commons - Attribution
20101,2012-03-27T11:52:38,art,coins-and-badges,Printable 3D Skill Badge by TheNewHob,ist,Creative Commons - Attribution
20155,2012-03-28T01:31:22,models,animals,Thin(ner) Butterfly ,Belfry,Creative Commons - Attribution - Non-Commercial
20189,2012-03-28T14:07:37,household,office,Articulated Floor Plinth ,watsdesign,Creative Commons - Public Domain Dedication
20200,2012-03-28T15:46:06,learning,biology,Mouse skull (from micro-CT) ,MarkU,Creative Commons - Attribution
20265,2012-03-29T06:58:16,toys-and-games,chess,Bot Chess Set white #Chess ,soloist,Creative Commons - Attribution - Share Alike
20271,2012-03-30T17:58:43,models,buildings-and-structures,Cleopatra&#039;s Needle  ,MakerBot,Creative Commons - Attribution
20364,2012-04-17T13:57:17,household,containers,Customizable Denture / Retainer / Mouth Guard Box ,TheronRogers,Creative Commons - Attribution
20402,2012-03-30T17:14:40,art,scans-and-replicas,Life Underground ,AminimalStudio,Creative Commons - Attribution
20462,2012-03-31T10:50:26,None,None,Castle Building #Chess Set ,emphes,Creative Commons - Attribution - Share Alike
20518,2012-03-31T18:54:28,models,props,Spruce st Hydrant ,Kchute,Creative Commons - Attribution - Share Alike
20577,2012-04-01T09:57:56,toys-and-games,mechanical-toys,Toy Gyroscope ,alany,Creative Commons - Attribution
20616,2012-04-01T19:21:55,models,animals,EggBunny -BunnyCup Hybrid ,MathematicalGastronomist,Creative Commons - Attribution - Share Alike
20634,2012-04-01T21:25:01,models,creatures,Thinking Gargoyle ,cbabbage,Creative Commons - Attribution
20654,2012-04-02T01:09:04,models,vehicles,A Little Boat ,ceterumnet,Creative Commons - Attribution - Share Alike
20656,2012-04-02T01:46:20,toys-and-games,toy-and-game-accessories,Nickel Stand for role playing portraits ,Gilgamesh82,Creative Commons - Attribution
20680,2012-04-02T18:30:25,household,outdoor-and-garden,The Modular; Printable Beehive Project ,RecoveringSalesman,Creative Commons - Attribution - Share Alike
20719,2012-04-03T23:00:48,models,creatures,Two Headed Bunny ,OpenBuilds,Creative Commons - Attribution
20733,2012-04-06T06:42:57,3d-printing,3d-printer-extruders,Universal Paste Extruder for 3D printers ,RichRap,Creative Commons - Attribution
20739,2012-04-03T17:54:12,hobby,electronics,Arduino Cases ,variador,Creative Commons - Public Domain Dedication
20748,2012-04-05T20:30:57,models,animals,Fennec Fox ,Physics_Dude,Creative Commons - Attribution
20751,2012-04-03T23:30:55,models,model-robots,Marvin The Paranoid Android (bbc tv version) ,cerberus333,Creative Commons - Attribution - Share Alike
20802,2012-04-04T21:02:41,models,vehicles,Neighborhood Trolley ,ThePlanetMike,Creative Commons - Attribution
20814,2012-04-05T03:01:23,hobby,robotics,Tracked base for small robots ,tinhead,Creative Commons - Attribution
20851,2012-04-05T16:15:34,household,outdoor-and-garden,Tin can Bird house by Samuel Bernier; Project RE_ ,samuel,Creative Commons - Attribution
20853,2012-04-05T16:30:56,household,kitchen-and-dining,Orange juicer by Samuel Bernier; Project RE_ ,samuel,Creative Commons - Attribution
20855,2012-04-05T17:31:59,hobby,automotive,Garage Door Opener Clip ,JinxTheRabbit,Attribution - Non-Commercial - Share Alike
20896,2012-04-06T11:44:44,household,outdoor-and-garden,Bowstring Equatorial Sundial ,alany,Creative Commons - Attribution
20913,2012-04-06T15:12:42,art,signs-and-logos,Trisquel ,carlosgs,Creative Commons - Attribution - Share Alike
20946,2012-04-06T23:41:41,tools,parts,U.S. Pat. No. 984969 ,fros1y,Creative Commons - Attribution - Share Alike
20948,2012-04-07T00:02:59,hobby,music,Penny whistle mouthpiece ,mrbenbritton,Creative Commons - Attribution - Share Alike
20958,2012-04-07T02:32:28,models,vehicles,Spaceship Pudge with Flying Saucer Base ,BSchuler,Creative Commons - Attribution
20959,2012-04-07T04:52:07,models,creatures,Pushpaw & Pupshaw ,bobtato,Creative Commons - Attribution - Share Alike
20976,2012-04-07T12:52:11,household,containers,Decorated Box ,pmoews,Creative Commons - Attribution
20977,2012-04-17T15:42:10,models,vehicles,Fairchild 22 aircraft ,multirap,Creative Commons - Attribution - Non-Commercial
20984,2012-04-07T15:33:38,hobby,electronics,3d mouse prototype ,Leyland,Creative Commons - Attribution - Share Alike
21034,2012-04-08T13:15:56,toys-and-games,playsets,Blind Bag Pony Playset One ,hazmatanddecon,Creative Commons - Attribution - Non-Commercial
21042,2012-04-08T18:26:01,toys-and-games,puzzles,Cube Libre puzzle ,richgain,Creative Commons - Attribution
21103,2012-04-09T23:16:15,learning,biology,Anatomical Heart ,chanso1,Creative Commons - Attribution
21126,2012-04-10T07:54:16,art,math-art,Parametric Sculpture 01 ,MCompeau,Creative Commons - Attribution - Non-Commercial
21188,2012-04-11T11:28:30,hobby,music,Funky 3 Tone Whistle ,scootnfast,Creative Commons - Attribution - Non-Commercial
21191,2012-04-11T11:43:59,household,outdoor-and-garden,Evil Face Planter ,ecken,Creative Commons - Attribution - Share Alike
21195,2012-04-11T13:44:02,3d-printing,,1967 Shelby Cobra ,willkear,Creative Commons - Attribution - Share Alike
21294,2012-04-13T09:11:46,fashion,glasses,Glasses replace ,michelefaini,Creative Commons - Attribution
21308,2012-05-29T21:27:57,models,people,Combat Shell ,rogerharkavy,Attribution - Non-Commercial - Share Alike
21357,2012-04-14T11:00:21,hobby,electronics,Fully printable PCB vise ,sneakypoo,Attribution - Non-Commercial - Share Alike
21410,2012-04-15T08:30:38,household,household-supplies,Tooth-paste/Paint Tube Key ,alany,Creative Commons - Attribution
21423,2012-04-15T13:21:08,gadgets,audio,ear adapter ,Jckarich,Creative Commons - Attribution
21445,2012-04-15T17:21:04,toys-and-games,construction-toys,Metaball ,srepmub,Creative Commons - Attribution - Share Alike
21495,2012-04-16T14:22:00,household,decor,Soap Bubble Chair ,thundermooo,Creative Commons - Attribution - Share Alike
21542,2012-04-17T09:51:52,hobby,music,Kaloob Megaphone ,radandre,GNU - GPL
21583,2012-04-18T06:42:48,models,vehicles,submarine ,rustel,Attribution - Non-Commercial - No Derivatives
21591,2012-04-18T11:17:34,models,props,Amiga Boing Ball ,rweaving,Creative Commons - Attribution
21612,2012-04-18T18:31:12,models,vehicles,Toy tugboat ,than,Creative Commons - Attribution
21637,2012-04-19T05:41:04,models,buildings-and-structures,Duomo di Milano ,WeFab,Creative Commons - Attribution - Share Alike
21659,2012-04-19T13:09:28,art,math-art,Sine Wave Surfaces ,EdR,Creative Commons - Attribution - Share Alike
21704,2012-04-20T03:48:24,hobby,electronics,Sold&atilde;&euro;&euro;Holder ,Hotproceed,Creative Commons - Attribution
21767,2012-04-21T19:50:09,models,food-and-drink,Toast in a toaster! ,custom3dstuff,Creative Commons - Attribution
21770,2012-04-21T12:37:38,models,props,NYC Manhole cover  ,robokid,Creative Commons - Attribution
21842,2012-04-22T14:25:54,toys-and-games,dice,Dice with coloured dots (Dual Extrusion) ,PolygonPusher,Creative Commons - Attribution
21853,2012-04-22T16:25:09,hobby,diy,Watch Case for 6498 Manual Wind Movement ,spadehand,Creative Commons - Attribution - Share Alike
21854,2012-04-22T18:58:55,gadgets,video-games,Atari 2600 Paddle Replacement Wheel ,jtritell,Creative Commons - Attribution - Share Alike
21864,2012-04-22T18:53:28,toys-and-games,construction-toys,Simply Construction Set ,mdb,Attribution - Non-Commercial - Share Alike
21868,2012-04-27T20:34:43,models,buildings-and-structures,Parametric Doric Temple Building Set ,elindow,Creative Commons - Attribution
21888,2012-04-23T05:03:22,fashion,glasses,Glasses replace v1 ,michelefaini,Creative Commons - Attribution
21967,2012-04-24T10:35:23,fashion,glasses,Clean 3D Glasses Frames ,SwFL3D,Creative Commons - Attribution - Non-Commercial
21969,2012-04-24T13:13:39,art,math-art,Dual Dodecahedron ,Phroon,Creative Commons - Attribution
21999,2012-04-24T22:28:47,models,model-furniture,Three 1:24 Windsor Chairs ,PrettySmallThings,Creative Commons - Attribution
22000,2012-04-24T23:04:47,household,kitchen-and-dining,Sine Wave Spoon Holder ,makinit,Creative Commons - Attribution - Share Alike
22018,2012-04-25T08:38:02,toys-and-games,puzzles,Barrel Puzzle ,mread,Creative Commons - Attribution
22035,2012-04-25T14:48:12,art,interactive-art,Gear Project 2 ,Snille,GNU - GPL
22134,2012-04-27T10:37:51,models,vehicles,Series 1 Land Rover ,UHStech3,Creative Commons - Attribution - Share Alike
22191,2012-04-28T10:12:22,household,kitchen-and-dining,Biscuit CutterStamp ,virtumake,Creative Commons - Attribution
22203,2012-04-28T17:05:06,household,kitchen-and-dining,Ice Sphere Maker ,risknc,Creative Commons - Attribution
22208,2012-04-28T21:29:12,art,scans-and-replicas,Birth of Pegasus from A. Bourganov - Printable ,Zomboe,Creative Commons - Attribution
22226,2012-04-29T08:07:34,art,signs-and-logos,Las Vegas Sign (Update) ,Gromfrog,Creative Commons - Attribution
22236,2012-04-29T12:20:35,household,kitchen-and-dining,BSG cookie cutters ,EdinKali,Creative Commons - Attribution
22244,2012-04-29T14:17:05,toys-and-games,mechanical-toys,Standard Brio Tracks. ,moli,GNU - GPL
22258,2012-05-08T16:23:14,hobby,diy,Printable electric motor ,Berend,Creative Commons - Attribution
22259,2012-04-29T17:44:39,hobby,electronics,CC&#039;s printable LED flashlight ,joechung,Creative Commons - Attribution
22293,2012-04-30T07:07:05,household,organization,Dragon Bookmark ,Roland,Attribution - Non-Commercial - Share Alike
22323,2012-04-30T19:58:14,models,buildings-and-structures,Castle ,mazels,Creative Commons - Attribution
22325,2012-05-08T11:32:35,gadgets,camera,Tilt-Shift Micro Four Thirds Lens Adapter  ,Joe_Murphy,Creative Commons - Attribution - Share Alike
22339,2012-05-01T00:17:02,art,sculptures,Root Sculpture  ,TSDF,Creative Commons - Attribution - Share Alike
22349,2012-05-01T07:04:55,models,model-robots,Recognizer - TRON Legacy ,Yamagata,Creative Commons - Attribution
22398,2012-05-02T08:54:40,art,art-tools,Printable Rocker Blotter  ,Nicuma,Creative Commons - Attribution - Share Alike
22454,2012-05-03T13:13:06,toys-and-games,mechanical-toys,Puddle Jumper Whirligig ,23Meteor,Creative Commons - Attribution
22506,2012-05-04T11:18:54,3d-printing,3d-printing-tests,Dualstrusion Ball in Cube ,etrohn,Creative Commons - Attribution - Share Alike
22512,2012-05-04T13:13:04,toys-and-games,puzzles,The Magic Flute puzzle by Gregory Benedetti ,richgain,Creative Commons - Attribution
22514,2012-05-04T13:45:44,fashion,glasses,Teardrop Shutter Shades For Print ,jpl4,Creative Commons - Attribution
22524,2012-05-04T17:16:35,fashion,accessories,Replacable high heel wear-surface ,3daybreaker,Creative Commons - Attribution - Share Alike
22526,2012-05-04T17:31:14,hobby,sports-and-outdoors,Net weaving kit ,dsikar,Creative Commons - Attribution - Share Alike
22537,2012-05-04T23:02:28,hobby,rc-vehicles,3D printed Quadcopter ,therobotfish,Creative Commons - Attribution - Share Alike
22550,2012-05-05T07:15:55,art,scans-and-replicas,Ancient Chinese fengshui statue - Qilin ,brianhomer,Creative Commons - Attribution - Share Alike
22568,2012-05-05T15:00:39,models,animals,Zebra Paper Bird ,aubenc,Attribution - Non-Commercial - Share Alike
22569,2012-05-05T17:06:27,hobby,sports-and-outdoors,Bike Stand Tool & Parts Tray  // Park & Spin Doctor ,cdaringe,Creative Commons - Attribution
22614,2012-05-06T15:10:57,household,kitchen-and-dining,Dr. Who Creature cookie cutters ,smwombat,Creative Commons - Attribution - Non-Commercial
22627,2012-05-06T19:37:44,household,kitchen-and-dining,Measuring Spoons in Hard-To-Find and Useful Sizes ,pleppik,Creative Commons - Attribution
22628,2012-05-06T20:59:16,learning,biology,Anatomic Human Foot & Lower Extremity Version 2.0 ,DrGlassDPM,Creative Commons - Attribution
22668,2012-05-07T11:48:42,household,office,Classic style letter scale ,maakit,Creative Commons - Attribution
22679,2012-05-07T17:44:56,models,vehicles,Toy Car with captured wheel (Dualstrusion) ,atartanian,Creative Commons - Attribution - Share Alike
22725,2012-05-08T16:27:35,models,food-and-drink,Apple ,jbakutis,Creative Commons - Attribution - Non-Commercial
22803,2012-05-10T15:15:05,hobby,diy,The FIBIAC - a simple electromechanical computer ,chris,Creative Commons - Public Domain Dedication
22814,2012-05-10T14:52:19,household,household-supplies,Netipot ,buZztiaan,Creative Commons - Attribution - Share Alike
22818,2012-05-10T15:39:11,models,creatures,Classy Octopus ,IWorkInPixels,Creative Commons - Attribution
22821,2012-05-10T16:21:41,toys-and-games,mechanical-toys,Rubber Band Powered Car by mrigs,,Creative Commons - Attribution - Share Alike
22834,2012-05-10T19:42:57,hobby,robotics,Minifig Mech ,wgss,Creative Commons - Attribution
22847,2012-05-10T23:17:52,fashion,rings,Hylian Shield for Stubby Ring-a-thing ,cymon,Creative Commons - Attribution - Share Alike
22854,2012-05-11T01:51:43,toys-and-games,toy-and-game-accessories,Non-warping complex deck box with spring ,destroyer2012,Creative Commons - Attribution - Share Alike
22858,2012-05-11T02:21:44,models,vehicles,Lightcycle Model Kit ,cbabbage,Creative Commons - Attribution
22884,2012-05-11T12:55:38,fashion,rings,Diamond for Stubby ring-a-thing ,cymon,Creative Commons - Attribution - Share Alike
22977,2012-05-13T17:10:46,hobby,rc-vehicles,1/20 Suzuki samurai body ,crazytiti,Creative Commons - Attribution
22978,2012-05-17T17:41:44,household,outdoor-and-garden,Yogurt Cup Self Irrigating Planter ,carlynorama,Attribution - Non-Commercial - Share Alike
23029,2012-05-14T17:53:38,models,animals,Lucky Pig ,pmoews,Creative Commons - Attribution
23030,2012-05-14T19:25:03,toys-and-games,mechanical-toys,Tiny Planetary Gears Set ,aubenc,Creative Commons - Public Domain Dedication
23051,2012-05-15T07:46:13,toys-and-games,mechanical-toys,Zheng3 Penny Catapult ,zheng3,Creative Commons - Attribution - Share Alike
23111,2012-05-16T02:17:41,tools,parts,Cardboard building clips Rev 2 ,cerberus333,Creative Commons - Attribution - Non-Commercial
23173,2012-05-16T14:58:26,models,props,Campfire ,MakerBot,Creative Commons - Attribution
23216,2012-05-17T13:48:08,gadgets,video-games,Atari 2600 Cartridge Housing ,joegrand,Creative Commons - Attribution
23222,2012-05-17T08:09:17,fashion,rings,SD Holder Ring for Stubby Ring-a-thing ,cymon,Creative Commons - Attribution - Share Alike
23279,2012-05-17T16:18:39,toys-and-games,puzzles,Apparently Impossible Cube ,richgain,Creative Commons - Attribution - Non-Commercial
23324,2012-05-18T14:15:03,learning,physics-and-astronomy,Our Solar System ,rweaving,Creative Commons - Attribution
23370,2012-05-19T16:58:13,household,kitchen-and-dining,Battleshots ,xaqfu,Creative Commons - Attribution - Non-Commercial
23378,2012-05-19T21:11:43,fashion,rings,Kids Penny Ring ,rdh824,Creative Commons - Attribution - Share Alike
23398,2012-05-20T08:47:04,household,kitchen-and-dining,straw holder &Atilde;&tilde;45.3 mm can size ,Rasle500,Creative Commons - Attribution
23404,2012-05-20T10:04:52,tools,parts,IXO Gears ,monkeysailor,Creative Commons - Attribution - Share Alike
23414,2012-05-20T14:17:20,household,containers,8-Leaf Fully Printable Iris Box ,pleppik,Creative Commons - Attribution
23437,2012-05-21T00:27:35,tools,hand-tools,Thing-O-Hoist ,Thing-O-Fun,Creative Commons - Attribution
23467,2012-05-22T02:23:50,household,outdoor-and-garden,Slug Trap ,AlexEnglish,Creative Commons - Attribution
23509,2012-05-22T09:50:51,models,animals,Grande Yellow Cat Fixup ,davenpcj,Creative Commons - Attribution - Share Alike
23519,2012-05-22T15:04:39,models,buildings-and-structures,Floating Lighthouse Island ,Darthwahl,Creative Commons - Attribution
23549,2012-05-22T19:49:26,art,2d-art,Lotus Flower ,rweaving,Creative Commons - Attribution
23579,2012-05-23T13:47:03,fashion,costume,Pirate Hook ,Emmanuel,Creative Commons - Attribution
23589,2012-05-23T17:22:28,fashion,keychains,Cat gears key chain. ,Daid,Creative Commons - Attribution
23593,2012-05-23T18:01:53,hobby,robotics,Arduino based printbot HKTR-9000 ,carlosgs,Creative Commons - Attribution - Share Alike
23604,2012-05-24T00:35:27,toys-and-games,mechanical-toys,Whirligig Flying Spinner - Flies 30 ft (10 m) ,maurerpe,Creative Commons - Attribution - Share Alike
23658,2012-05-29T23:09:43,hobby,electronics,IoT Cyclops Tweeter ,scottmayson,Creative Commons - Attribution - Share Alike
23682,2012-05-31T12:18:14,hobby,robotics,Bumper Bot ,MakerBot,Creative Commons - Attribution
23688,2012-05-25T16:13:35,hobby,robotics,Wheely ,MakerBot,Creative Commons - Attribution
