,file_id,num_vertices,num_faces,num_geometrical_degenerated_faces,num_combinatorial_degenerated_faces,num_connected_components,num_boundary_edges,num_duplicated_faces,euler_characteristic,num_self_intersections,num_coplanar_intersecting_faces,vertex_manifold,edge_manifold,oriented,total_area,min_area,p25_area,median_area,p75_area,p90_area,p95_area,max_area,min_valance,p25_valance,median_valance,p75_valance,p90_valance,p95_valance,max_valance,min_dihedral_angle,p25_dihedral_angle,median_dihedral_angle,p75_dihedral_angle,p90_dihedral_angle,p95_dihedral_angle,max_dihedral_angle,min_aspect_ratio,p25_aspect_ratio,median_aspect_ratio,p75_aspect_ratio,p90_aspect_ratio,p95_aspect_ratio,max_aspect_ratio,solid,ave_area,ave_valance,ave_dihedral_angle,ave_aspect_ratio
149,109729,390,796,0,0,1,0,0,-8,0,0,1,1,1,9853.909707,0.0006533438885,3.099652494,7.188741374,13.8125,24.75,40.3046875,186.0625,3.0,5.0,6.0,7.0,9.0,10.0,24.0,0.0,0.0,0.01942120395,1.003720863,1.570796327,1.570796327,2.170433548,1.003711976,1.370090918,2.350970508,7.312241099,30.93864184,154.756337,28474.89647,1,12.37928355,6.123076923,0.5189184329,146.0257541
150,109730,71,108,0,0,1,42,0,-4,39,0,0,1,1,707.9046875,0.2069829417,2.975,5.5,7.245,12.7575,14.94738206,23.625,2.0,4.0,5.0,7.0,8.0,8.0,9.0,0.0,0.0,0.0,1.570796327,1.570796327,1.570796327,1.570796327,1.027276068,1.309119624,1.544655931,2.255103381,3.850342016,5.622716546,467.5606118,0,6.554673033,5.154929577,0.6022964759,15.00520172
151,1097848,22469,44938,0,0,1,0,0,0,0,0,1,1,1,207474.0454,0.0001607159502,1.221160693,2.17431912,3.248124651,5.628290387,8.781263444,21280.0,3.0,6.0,6.0,6.0,6.0,6.0,96.0,0.0,2.76e-06,0.02879948414,0.03480240605,0.03495963355,1.396289609,2.094591575,1.00171473,1.210484085,1.268324621,8.638357953,35.57151632,72.32749767,2220240.704,1,4.616895398,6.0,0.1367670947,199.2963048
152,1099668,4009,8034,0,0,1,0,0,-8,47,2,1,1,1,4850.631339,2e-06,0.02870220518,0.2267899962,0.4296521075,1.357306696,3.050124895,16.09871419,3.0,5.0,6.0,7.0,8.0,9.0,34.0,0.0,0.003817344911,0.1953800994,0.788019098,1.565310617,1.677271318,3.141592654,1.000154426,1.651032744,2.528447116,10.9947842,70.11272131,268.5792628,32951906.88,0,0.6037629249,6.011973061,0.47610464,4792.625366
153,1099669,4862,9724,0,0,1,0,0,0,6,0,1,1,1,4159.192322,2e-06,0.009831176855,0.02720197409,0.2182988693,0.8350468666,2.036150529,18.23473449,3.0,5.0,5.0,7.0,8.0,10.0,42.0,0.0,0.008157517567,0.1384527839,0.5391988635,1.414825951,1.570796327,3.1122889,1.000654115,1.254946818,1.839779926,8.097398084,42.71267336,135.8701296,21760423.02,0,0.4277244264,6.0,0.4111253352,3072.903415
154,110009,2409,4814,9,0,1,0,0,2,110,9,1,1,1,5441.442422,0.0,0.09113488437,0.1785763195,0.5941505772,1.566489467,3.643767357,159.9560683,3.0,5.0,6.0,7.0,8.0,9.0,26.0,0.0,1.3e-05,0.1730678391,0.585471232,1.361924406,1.570796327,3.141592654,1.000243944,1.261298579,2.29782642,6.218277013,19.48547804,98.0168887,810909225322.0,0,1.130337022,5.99501868,0.3817837773,711042004.9
155,110025,2977,5950,43,0,1,0,0,2,169,16,1,1,1,4165.107549,0.0,0.04300008575,0.1220638538,0.3967953401,1.250000615,2.195345195,188.2583439,3.0,5.0,6.0,7.0,8.0,8.0,38.0,0.0,1.93e-06,0.1744441154,0.5894610401,1.570796327,1.570799085,3.141592654,-733896430702604.0,1.262019355,2.19455686,5.375051689,14.19292931,40.86689919,629054070226832.0,0,0.7000180754,5.995969096,0.4501473318,28010878171.0
156,110027,5663,11322,81,0,1,0,0,2,272,6,1,1,1,25086.31595,0.0,0.03124957985,0.1101669112,0.9034119144,4.585737014,10.72095722,157.7073275,3.0,5.0,6.0,6.0,7.0,8.0,44.0,0.0,0.0,0.003040647124,1.553213575,1.570796327,1.571091675,3.141592654,1.003979411,1.450247772,2.072706268,4.978952806,19.20452891,66.83287419,1098509309666563.0,0,2.21571418,5.997880982,0.5442056636,99191607006.0
157,110030,580,1156,0,0,1,0,0,2,133,33,1,1,1,374.3450008,2.91e-09,0.06415819633,0.1739658677,0.399999623,0.8821414902,0.882168531,5.150052689,3.0,5.0,6.0,6.0,7.0,9.0,43.0,0.0,5.16e-06,0.1390458443,0.9207688885,1.570796327,1.676654118,3.141592654,1.001309159,1.810768417,4.902128822,13.44796594,40.11469655,87.29319706,3510767499113.0,0,0.3238278553,5.979310345,0.4803702845,3042883926.0
158,110031,580,1156,4,0,1,0,0,2,157,35,1,1,1,374.3450952,0.0,0.0641585336,0.1739662772,0.3999995922,0.8821363181,0.8821733712,5.150059526,3.0,5.0,6.0,6.0,7.0,9.0,43.0,0.0,4.92e-06,0.1390453423,0.9207570534,1.570796327,1.646043319,3.141592654,1.001310189,1.810768417,4.882975253,13.20689644,39.97895126,81.46704882,1677908186.0,0,0.323827937,5.979310345,0.4778390292,2847389.683
159,110042,367,734,0,0,1,0,0,0,0,0,1,1,1,22204.88585,1.12e-05,0.4039861105,4.542220928,16.99442166,60.17339632,156.4725597,616.9200761,3.0,5.0,6.0,7.0,8.0,9.0,32.0,0.0,2.04e-07,0.001021874512,1.522865805,1.61721328,2.1942371,2.963289207,1.006206839,1.640338714,3.800235119,44.06114355,658.9904888,5567.106933,352010808.2,1,30.25188808,6.0,0.6165131438,754456.3897
160,110203,1364,2772,0,0,1,0,0,-22,0,0,1,1,1,12085.3867,0.002641326177,0.5426519756,0.871563968,1.743117762,8.679092407,21.50339234,67.94032227,3.0,5.0,6.0,6.0,7.0,8.0,23.0,0.0,0.0,0.0324241301,1.570796327,1.570796327,1.570796327,2.368501228,1.000635553,2.631983797,3.280924388,5.699057436,25.17455083,75.81834637,117187.3173,1,4.35980761,6.096774194,0.5531725514,236.3410946
161,110209,488,968,0,0,1,12,0,-2,51,0,1,1,1,2398.60664,0.03033474725,0.8281012789,1.220181423,3.746316873,3.746327159,4.71187625,19.89073933,2.0,5.0,6.0,6.0,7.0,9.0,29.0,0.0,0.0,0.0,1.570796327,1.570796327,1.570796327,1.711419175,1.092658239,2.988569835,9.879266757,9.879300867,11.9448803,23.12872259,1587.058075,0,2.477899421,5.975409836,0.5786785559,11.57967338
162,110211,334,672,0,0,1,0,0,-2,0,0,1,1,1,1142.408298,0.007703564992,0.3612984961,0.9581021142,1.362561435,2.510691972,7.166699472,31.23556254,3.0,5.0,5.0,6.0,7.0,12.0,36.0,0.0,0.0,0.07854025817,1.570796327,1.570796327,1.570796327,2.094395105,1.002477411,3.749115558,8.004757864,10.34207497,24.01567132,76.88151454,9829.94782,1,1.700012348,6.035928144,0.5721543186,54.83573467
163,110445,128,252,0,0,1,0,0,2,0,0,1,1,1,1091.674755,0.001975316475,0.4970790442,3.803683743,3.804075883,11.05662673,20.42455351,27.6416393,4.0,5.0,5.5,6.0,6.0,7.0,21.0,0.0,0.0,0.12072542,1.570796327,1.570796327,1.570796327,2.094393264,1.0,11.21685749,91.25779795,116.1884125,116.1990735,159.2350494,3468.786697,1,4.332042679,5.90625,0.5983991643,112.021261
164,110710,772,1528,0,0,8,0,0,8,659,90,1,1,1,2798.521636,5.25e-06,0.2493320608,0.8214226365,2.110728696,2.113985037,3.661875561,107.1651054,3.0,5.0,6.0,6.0,7.0,10.0,13.0,0.0,0.0,0.0004069691801,1.570796327,1.570796327,1.570810879,3.141592654,1.20812083,3.742716305,7.875582539,15.86442289,56.58203084,187.9458668,182003664.3,0,1.831493217,5.937823834,0.5734811544,144170.6523
165,110714,16878,33812,0,0,1,0,0,-28,6,2,1,1,1,25641.19727,8.53e-05,0.04610434908,0.06763926371,0.1640506107,0.8693409013,1.504542081,714.0785302,3.0,5.0,6.0,7.0,7.0,8.0,30.0,0.0,0.03320907624,0.1012343421,0.2124701094,0.3843747081,0.4927485875,3.141592654,1.000016965,1.197812603,1.502195979,3.685147227,13.63262643,36.09731188,1189399703.0,0,0.7583460687,6.009953786,0.158638169,42586.9959
166,110715,16,28,0,0,1,0,0,2,0,0,1,1,1,3881.404275,14.5311342,19.51825918,49.72486895,206.1137278,532.9905239,535.4962927,536.8455529,4.0,4.0,5.0,6.0,6.5,7.25,8.0,0.0,0.0,1.570796327,1.570796327,1.570796327,1.570796327,1.570796327,1.236749477,1.262919629,3.33617406,5.664689809,10.56843359,10.61676943,10.64279642,1,138.6215812,5.25,0.8227980759,3.980410646
167,110719,346,704,0,0,1,0,0,-6,107,36,1,1,1,8587.266479,0.001436136663,1.894971887,5.726925144,14.65455126,33.8162437,49.45203094,91.93473001,3.0,5.0,6.0,7.0,8.0,8.0,10.0,0.0,0.0,0.0,1.570796327,1.570796327,1.570827644,3.141592654,1.011480227,1.37419701,1.847572838,3.88885675,8.162141857,49.10182198,2962.415869,0,12.1978217,6.104046243,0.519945957,37.49853468
168,110725,4645,9298,11,0,31,0,0,-4,5467,458,1,1,1,57456.52281,0.0,0.1256340039,0.544456277,2.068622911,6.358042882,16.75345208,932.0474171,3.0,5.0,5.0,6.0,8.0,11.0,62.0,0.0,0.0,0.002744248229,1.570796327,1.570816616,1.610421211,3.141592654,1.000082785,2.762840913,7.054654022,29.79067789,265.5321204,1304.46848,20233007769.0,0,6.179449646,6.005166846,0.6023583648,8355566.978
169,110786,1110,2220,0,0,1,0,0,0,0,0,1,1,1,12502.4263,1.834622224,4.543314394,5.77243236,6.522490394,7.448728557,7.450175527,7.450358919,5.0,6.0,6.0,6.0,6.0,6.0,7.0,0.0,1.11e-16,1.59e-05,0.2094383571,0.2094464881,1.570796327,1.58536345,1.128291299,1.362337812,1.442592603,1.454471443,1.649760022,1.651665723,1.78920178,1,5.631723559,6.0,0.1762981282,1.465446124
170,110793,1012,2020,0,0,1,0,0,2,0,0,1,1,1,2378.865428,0.001259387467,0.01509429166,0.06456878076,0.3778096067,5.06380663,8.044152108,46.66854468,3.0,6.0,6.0,6.0,6.0,6.0,44.0,0.0,6.73e-05,0.07428933052,0.09606523407,0.1323952686,1.570781582,1.570818176,1.014495139,1.247158423,1.376028988,2.079856349,6.510404946,23.46092814,655.817185,1,1.177656153,5.988142292,0.1422885217,6.49735449
171,110834,180,360,0,0,1,0,0,0,0,0,1,1,1,1379.768111,0.02778252135,0.6776509792,2.966315031,4.83446678,7.983360102,7.983416944,20.50496155,3.0,5.0,5.0,6.0,7.0,8.0,37.0,0.0,0.0,0.1047114835,1.570796327,1.570796327,1.570796327,1.570796327,1.006080898,2.210685919,3.232943917,6.074784184,23.13450049,45.88480464,14483.70314,1,3.832689197,6.0,0.5585053606,59.4849544
172,110836,4927,9862,4,0,4,0,0,-4,10,0,1,1,1,34748.47729,0.0,1.437538134,2.886211665,3.725088533,4.327302882,9.423360002,60.55635166,4.0,6.0,6.0,6.0,6.0,6.0,11.0,0.0,0.0,1.41e-06,0.2094378958,0.3490717705,1.57079521,1.99183447,1.025016085,1.210130388,1.218736276,1.360430008,2.235702626,4.411542929,293.9760436,0,3.523471638,6.004871118,0.1835856431,2.225759593
173,110907,1702,3404,0,0,1,0,0,0,0,0,1,1,1,4986.502324,0.0004865,0.7071000636,0.8953203337,1.96337595,2.377929847,3.941945332,15.46089757,3.0,5.0,6.0,6.0,7.0,7.0,205.0,0.0,0.0,0.01366578217,1.570796327,1.570796327,1.570796327,1.705133738,1.227535909,3.49505794,7.510952118,26.09928989,162.5259476,673.7194659,9467305.075,1,1.464894925,6.0,0.5365098775,5956.678
174,110928,4911,9830,4,0,4,0,0,-4,10,0,1,1,1,33890.28152,0.0,1.437534803,2.886210813,3.725085852,4.327289197,8.654595674,60.55635166,4.0,6.0,6.0,6.0,6.0,6.0,11.0,0.0,0.0,1.46e-06,0.2094378335,0.3490687072,1.570795258,1.99183447,1.025016085,1.210130388,1.21873625,1.356705544,2.235706166,4.411628985,293.9760436,0,3.447637998,6.004886988,0.1811979857,2.226995095
175,111006,1549,3102,0,0,1,0,0,-2,0,0,1,1,1,23685.97611,0.01152623029,4.004079368,5.772435665,8.870854325,14.13857843,16.75268506,78.50354863,4.0,6.0,6.0,6.0,6.0,6.0,10.0,0.0,8.47e-05,0.126049355,0.2094539285,0.4698114793,1.570794489,3.141169028,1.000087575,1.340012786,1.455611304,2.09866642,2.725724903,3.039177061,344.8964689,1,7.635711191,6.007746934,0.2439395577,1.970867779
176,111008,130,256,0,0,1,0,0,2,0,0,1,1,1,13485.33997,0.000538074059,6.000034121,11.77999219,20.13400296,73.67038303,102.4172832,877.6863456,3.0,5.0,5.0,7.0,8.0,10.0,14.0,0.0,1.92e-06,0.7307272602,1.570795619,1.570806428,1.577725952,2.639547951,1.011271275,1.251049561,1.646497474,7.729031846,20.73029512,98.81425396,77009149459.0,1,52.67710926,5.907692308,0.7836541665,327891675.9
177,111009,139,274,0,0,1,0,0,2,0,0,1,1,1,12654.94341,0.0001783235762,1.564452989,4.616328913,19.27760518,86.8727048,102.4172937,877.6863456,3.0,5.0,5.0,6.0,8.0,10.1,20.0,0.0,6.93e-06,0.5234626973,1.570789061,1.57668141,2.105479254,2.686429626,1.033887807,1.89119179,7.677059877,17.01912274,56.45042121,164.2176381,779646193270.0,1,46.18592487,5.913669065,0.7223790466,3611244195.0
178,111010,720,1320,0,0,30,0,0,60,0,0,1,1,1,11491.2,4.86,4.86,6.48,12.24,16.2,16.2,16.2,3.0,4.75,5.0,7.0,7.0,8.0,8.0,0.0,0.0,1.570796327,1.570796327,1.570796327,1.570796327,1.570796327,1.207106781,1.25,1.421764682,1.667403841,2.686724995,9.873921062,9.873921062,1,8.705454545,5.5,0.8567979964,2.063047048
179,111013,24,44,0,0,1,0,0,2,0,0,1,1,1,383.04,4.86,4.86,6.48,12.24,16.2,16.2,16.2,3.0,4.75,5.0,7.0,7.0,7.85,8.0,0.0,0.0,1.570796327,1.570796327,1.570796327,1.570796327,1.570796327,1.207106781,1.25,1.421764682,1.667403841,2.686724995,8.795841652,9.873921062,1,8.705454545,5.5,0.8567979964,2.063047048
180,111261,3863,7782,4,0,1,0,0,-28,215,97,1,1,1,13862.15382,0.0,0.04272550643,0.1309348775,1.036716083,4.756792193,6.441120659,258.54,3.0,5.0,5.0,5.0,6.0,8.0,470.0,0.0,0.0,1.26e-06,1.570796327,1.570796327,1.570796327,3.141592654,1.005196743,11.66565229,23.67134388,171.7897828,771.641421,2802.296264,53379592781.0,0,1.781309923,6.043489516,0.5372034031,12102694.15
181,111394,127,250,0,0,1,0,0,2,0,0,1,1,1,13066.75576,0.2433694387,20.20111008,38.66022522,77.1265853,113.0270878,130.93111,211.8513945,3.0,5.0,6.0,7.0,8.0,9.0,12.0,0.0,0.0,0.2119934658,1.570796327,1.570796327,1.570796327,2.724295924,1.006267213,1.234067812,1.490981531,3.286472201,11.17565337,29.79156748,122.3558553,1,52.26702305,5.905511811,0.7050866802,6.186042695
182,111587,572,1132,8,0,3,0,0,6,36,12,1,1,1,3726.26654,0.0,0.2347424597,0.6946433851,1.875670609,12.32563315,12.32566178,59.11333572,3.0,5.0,6.0,7.0,7.0,8.0,15.0,0.0,0.0,0.1936599996,0.8541650423,1.570796327,1.570796327,1.858185084,1.113644992,1.353195096,6.435727743,14.92982529,29.48016984,97.29053641,319.5425835,0,3.291754894,5.937062937,0.4594828855,20.01358292
183,111599,5752,11572,0,0,1,0,0,-34,0,0,1,1,1,12362.23417,6.14e-12,0.0400541047,0.1371886163,0.5143531724,2.043482067,4.424644961,195.0300245,3.0,5.0,5.0,6.0,8.0,9.0,121.0,0.0,0.0,4.35e-05,1.570795271,1.570796754,1.570798878,2.558966685,1.00033541,7.302037031,26.6032116,90.69242013,366.8065153,878.0022334,112830739.5,1,1.068288469,6.035465925,0.5054324568,57256.78417
184,111629,1460,2920,0,0,3,0,0,0,118,39,1,1,1,28486.77916,1.77e-16,0.05365360051,0.2407697182,2.030927293,8.552103361,42.17297766,495.3241248,3.0,5.0,6.0,7.0,9.0,9.05,17.0,0.0,6.82e-05,0.3215395149,1.278627322,1.633748944,1.780161498,3.141592654,-905044479226686.0,1.676781998,5.01645404,35.58829957,200.659272,2434.145467,828325234870.0,0,9.755746287,6.0,0.6542103461,-309343958305.0
185,1120761,448,892,0,0,1,0,0,2,0,0,1,1,1,1363.489183,0.000496876055,0.1771635918,0.2733409706,0.7086567987,2.668342748,11.29029603,62.45149465,4.0,5.0,6.0,6.0,7.0,9.3,20.0,0.0,0.0,0.07851529667,1.570796327,1.570796327,1.570796508,1.570808067,1.142003991,1.643765093,7.247752124,21.2515837,28.13786242,28.46787114,22254.93834,1,1.528575318,5.973214286,0.5541228182,39.63236555
186,1120767,132,260,0,0,1,0,0,2,0,0,1,1,1,546.113406,0.03372878238,0.975940644,2.329316231,2.580790511,3.805764833,4.176838432,9.577398419,4.0,5.0,5.0,6.0,7.0,9.45,24.0,0.0,5.97e-09,0.06775909296,1.570796264,1.570796327,1.570796404,1.570798205,1.001309406,3.344529556,4.62265721,10.00297691,29.04216883,63.66217164,1277.65164,1,2.100436177,5.909090909,0.6072085067,32.50177618
187,1120768,900,1800,0,0,3,0,0,0,0,0,1,1,1,1933.554954,0.001532811305,0.193348267,0.3997069642,0.7377372717,1.41454978,2.037694064,44.37861692,4.0,4.0,5.0,7.0,9.0,11.0,34.0,0.0,3.37e-08,0.02426212116,1.569659064,1.571763764,1.572732479,2.675739885,1.153880119,3.168557522,5.389747091,10.63355063,25.24574321,50.87871081,1443.21464,1,1.074197197,6.0,0.5461101335,17.2266247
188,1120769,1196,2404,0,0,1,32,0,-22,84,0,1,1,1,7768.92036,0.0037432682,0.3720488753,0.4760050071,0.7636790233,3.808876038,8.956836674,788.93052,2.0,5.0,6.0,6.0,7.0,9.0,32.0,0.0,0.0,0.0,1.570796327,1.570796327,1.570796327,1.581603214,1.013689756,2.153330589,4.225913499,7.898987238,24.2656834,56.82547855,75629.84454,0,3.231664043,6.056856187,0.5422147771,51.83627481
189,1120772,352,688,0,0,4,0,0,8,401,80,1,1,1,987.9543212,0.0004968259072,0.03336714648,0.1771679714,0.3606578415,0.9032235126,12.2580429,46.30635488,4.0,5.0,5.0,6.0,9.0,11.0,14.0,0.0,0.0,0.07854207701,1.570796327,1.570796327,1.570796408,1.570796515,1.249999878,2.844751494,14.17061299,28.1373299,28.13871121,40.87101376,81.41077746,0,1.435980118,5.863636364,0.5601290242,18.46984388
190,1120773,628,1268,0,0,1,0,0,-6,0,0,1,1,1,5439.299979,0.02168196023,0.5191245805,1.581208563,2.500603106,3.19733651,8.558681274,399.5774638,4.0,6.0,6.0,6.0,7.0,7.0,14.0,0.0,0.0,0.0424929077,1.570796327,1.570796327,1.570796327,1.572320241,1.158409147,3.306311456,7.245331988,18.68454601,18.68479593,26.25017531,5269.069368,1,4.289668753,6.057324841,0.5515493884,22.19510606
191,1120777,228,460,0,0,1,0,0,-2,0,0,1,1,1,917.6688487,0.139436457,0.3720487987,0.3720541045,0.799153097,4.020659636,5.012201132,46.7740989,5.0,5.0,6.0,6.0,6.0,9.0,16.0,0.0,0.0,0.0,1.570796327,1.570796327,1.570796327,1.570796327,1.957739863,2.368259693,4.62997532,4.630040887,63.51580388,118.5608386,17640.51777,1,1.99493228,6.052631579,0.5463639398,67.71674629
192,1120780,4111,8298,0,0,1,0,0,-38,0,0,1,1,1,41942.13844,0.0005289537949,0.3783378941,0.5505529309,1.261499295,3.934593572,13.67188113,1887.092611,3.0,5.0,5.0,6.0,7.0,10.0,37.0,0.0,0.0,0.07853526335,1.570796327,1.570796327,1.570796327,2.675742334,1.001806895,3.074215005,5.377458923,15.50963422,37.86105884,93.68946686,4232988167.0,1,5.05448764,6.055460958,0.5190170974,1007513.517
193,112230,1346,2692,0,0,1,0,0,0,0,0,1,1,1,21291.71012,0.0004295749604,0.3999996185,0.7981315895,5.565370279,7.331473467,25.04414031,1402.605091,3.0,5.0,6.0,7.0,8.0,8.0,95.0,0.0,0.0,0.4839797011,1.570796327,1.570796327,1.570798091,2.356204027,1.018398594,1.500014466,8.004446599,74.89474198,27162.89053,178231.8079,5679860.428,1,7.909253387,6.0,0.7262353749,57614.05105
194,112333,1422,2900,11,0,1,0,0,-28,71,25,1,1,1,28178.09987,0.0,0.5825298484,1.460000319,5.393794746,15.11268438,45.22490486,1196.646774,3.0,5.0,6.0,6.0,8.0,9.0,38.0,0.0,0.0,0.0185579323,1.548817807,1.570796327,1.570918532,3.141592654,1.003883839,2.016413733,6.037436215,12.87295998,84.3479786,587.9661719,699733990.3,0,9.716586161,6.11814346,0.49776312,410478.4562
195,112534,29351,58682,0,0,2,80,1,-28,4568,8,0,0,1,58108.69686,6.82e-07,0.006158846726,0.02226018661,0.150245616,0.9148320046,2.91717937,757.8040922,2.0,5.0,6.0,6.0,7.0,8.0,60.0,0.0,0.0004628996832,0.04877628125,0.1695683304,1.570719933,1.579215211,3.141592654,1.000072691,1.815661535,5.404712862,20.74355455,100.9444061,217.0949485,52287461.73,0,0.9902303408,6.000545126,0.3673058468,1376.785158
196,112543,32406,65008,0,0,7,26,10,-87,6578,292,0,0,1,79995.62803,4.35e-09,0.01848295345,0.06803278096,0.4435495613,2.014866728,4.970275759,681.0617449,3.0,5.0,6.0,6.0,7.0,8.0,74.0,0.0,0.0009934327831,0.06523026339,0.1532239228,1.478093341,1.570928255,3.109698802,1.000131276,1.742507557,5.020346356,23.62351195,104.6394974,278.9112033,324855704.6,0,1.230550517,6.017465901,0.2806264288,6522.762024
197,112546,11700,23396,0,0,1,0,0,2,0,0,1,1,1,1803.632092,1.44e-07,0.003329352569,0.0062966227,0.007110654774,0.06538959098,0.2292720365,14.72176435,3.0,6.0,6.0,6.0,7.0,7.0,36.0,0.0,0.005666385519,0.04976087467,0.1190525252,0.1585960359,0.168584609,2.089731374,1.001000367,3.829148952,6.944776653,9.119598879,38.91044837,107.5233064,215282.8431,1,0.07709147256,5.998974359,0.08741308651,101.7757385
198,1126609,35691,71358,0,0,9,0,0,12,785,0,1,1,1,9663.724143,1.16e-10,0.01776753996,0.05581096838,0.1654345626,0.3623867606,0.426404565,14.80615967,3.0,6.0,6.0,6.0,7.0,8.0,64.0,0.0,0.001539973953,0.01172466551,0.03201646839,0.1063646991,0.3410749144,3.141579953,1.000033298,1.508505745,2.492187191,4.423903902,7.27795882,16.38061187,19610491117753.0,0,0.1354259388,5.997982685,0.08966377383,284807631.3
199,1126618,14009,28424,0,0,4,0,0,-203,928,46,0,1,1,8145.782221,3.97e-06,0.02276526336,0.1271057985,0.4397813472,0.7081143399,0.893130131,19.89380959,3.0,4.0,6.0,8.0,8.0,8.0,32.0,0.0,0.003147667447,0.02503744225,0.06633044123,0.2157556796,0.9624312597,3.141592654,1.000085727,1.259594775,1.516993258,2.552438614,5.534775842,14.02507219,6097087.648,0,0.2865811364,6.086944107,0.140703534,937.605498
200,112826,19363,38772,0,0,7,0,0,-23,11477,876,0,1,1,6243.99661,1.94e-06,0.01116879993,0.03000376321,0.1432517482,0.3108664922,0.6211355584,27.3659238,3.0,5.0,6.0,7.0,8.0,9.0,42.0,0.0,0.02692709768,0.1258644492,0.2508902871,0.7729513024,1.484590708,3.141592654,1.000038121,1.286669782,2.054122967,8.325438671,101.0565999,481.2724595,1075624693653.0,0,0.161043965,6.007126995,0.2842507599,33673549.54
201,112831,20370,40734,0,0,2,0,0,3,2349,297,0,1,1,15384.60302,5e-05,0.03712611345,0.1294255902,0.7165088693,1.101681203,1.220451841,3.326046867,3.0,5.0,6.0,6.0,7.0,8.0,104.0,0.0,0.01561328725,0.06165963849,0.1395657539,1.604411207,1.691324837,3.141592654,1.000475137,1.304563012,2.610826473,14.84663396,82.25381716,625.7219057,19579214.74,0,0.3776845638,5.999116348,0.3399881794,3460.183943
202,112854,626,1244,1,0,4,24,0,-1,74,22,0,0,0,21006.3849,0.0,1.06516735,2.874817936,11.81015511,47.83698257,96.28785848,451.4611312,3.0,5.0,6.0,6.0,8.0,9.0,29.0,0.0,8.46e-15,0.1744583578,1.570796327,1.570796327,1.570796327,3.141592654,-867806817658879.0,1.667403841,2.720733068,6.973867414,28.89069725,58.87291069,750529129957670.0,0,16.88616149,5.977635783,0.584192584,-665176627968.0
203,1129073,972,1944,0,0,1,0,0,0,0,0,1,1,1,552.2881867,3.12e-05,0.004739093203,0.03746371067,0.2635966485,0.6876812565,0.8915245079,33.75,4.0,6.0,6.0,6.0,7.0,7.0,15.0,0.0,1.02e-06,0.07134590324,0.159962866,0.6119414309,1.561295789,1.570796327,1.046231124,1.291173165,1.975878715,6.183205676,11.74038542,16.89466857,1952.018705,1,0.2840988615,6.0,0.1873525103,9.304701164
204,1129074,972,1944,0,0,1,0,0,0,0,0,1,1,1,552.638333,3.12e-05,0.004739093203,0.03746371067,0.2635966485,0.6876812565,0.8915245079,33.75,4.0,6.0,6.0,6.0,7.0,7.0,15.0,0.0,1.02e-06,0.07134590324,0.159962866,0.6119414309,1.561675787,1.570796327,1.046231124,1.291173165,1.975878715,6.183205676,11.74038542,16.89466857,2033.321705,1,0.2842789779,6.0,0.187359702,9.436728061
205,1129080,3248,6492,0,0,1,0,0,2,0,0,1,1,1,4267.989634,2.48e-06,0.01336928975,0.0535988412,0.1523722936,0.9787592724,2.596161433,208.637732,4.0,5.0,6.0,6.0,7.0,8.0,50.0,0.0,5.23e-05,0.06565295126,0.1570689418,0.1748397298,0.9328743641,2.429127834,1.001076557,1.375142591,2.209202966,3.390763349,21.68244801,59.38626789,16453.14545,1,0.6574229258,5.996305419,0.1439206723,33.16900573
206,1129084,2489,4876,0,0,2,124,0,-11,19,0,0,1,1,9011.352836,5.02e-09,0.008275099117,0.01906971946,0.7857852945,4.086071487,9.58275737,254.0450097,2.0,5.0,6.0,6.0,7.0,8.0,54.0,0.0,0.00192624236,0.04962316811,0.1497165817,0.1742182615,0.7938375801,1.583256139,1.000789464,1.283426195,1.796793184,16.05963612,58.53666622,129.6544173,232155.6251,0,1.848103535,5.926878264,0.1413625842,84.38897994
207,112916,7236,14508,0,0,1,0,0,-18,0,0,1,1,1,9228.46452,2.43e-05,0.05106390352,0.09430467859,0.5026078901,0.7227068791,1.45527287,405.5104931,3.0,5.0,5.0,6.0,6.0,7.0,347.0,0.0,0.0,0.0,1.570796327,1.570796327,1.570796327,1.780238657,1.029257669,16.04594238,30.88904608,85.37614721,470.6595994,1555.580439,122704449.8,1,0.6360948801,6.014925373,0.5286514244,26510.90616
208,112918,4063,8142,7,0,1,0,0,-8,66,10,1,1,1,9639.026638,0.0,0.1498567883,0.2676833124,0.490525408,1.350847335,2.261828442,845.8055166,3.0,5.0,5.0,6.0,6.0,7.0,165.0,0.0,0.0,5.55e-17,1.570796327,1.570796327,1.570796327,3.141592654,1.207107139,17.21229444,33.46225986,82.07012956,309.9861128,1275.410714,667799366139899.0,0,1.183864731,6.011813931,0.4777421094,86927066794.0
209,112920,4632,9296,0,0,1,0,0,-16,0,0,1,1,1,8505.553129,9.41e-06,0.176707089,0.3519832524,1.278729954,2.299704591,3.110033507,25.6971195,3.0,5.0,5.0,6.0,7.0,9.0,340.0,0.0,0.0,0.004004876444,1.570796327,1.570796327,1.570796327,2.02632551,1.159587209,9.225820654,47.45735126,139.5673246,528.2990861,2661.90488,10369010124.0,1,0.9149691404,6.020725389,0.549082454,1164508.63
